,review,review_en
1196,太脆了。狗一口咬断了。。。,Too brittle. The dog snapped. . .
1197,宝贝很喜欢！,Baby like it!
1198,先不说手机好坏，这送货速度快，上午才购买，下午两点就到了，而且配送小哥服务很好，沒上班送到家里去，点个赞。这手机嘛，还没用，也不知道好坏，以后再评，但看这手机包装壳明显的凹痕，心里有点不舒服，也不知道是不是被摔过，但愿手机没被摔坏，这要摔坏了，退货就不爽了。。。。。。。,"Not to mention the phone is good or bad, this delivery speed, the morning before buying, arrived in the afternoon two o'clock, and delivery service is good brother, did not go to work at home, a little like. This mobile phone Well, not used, do not know the quality, later re-evaluation, but look at this cell phone case obvious dent, my heart a bit uncomfortable, do not know is not been wrestled, I hope the phone was not broken This should be broken, return unhappy. . . . . . ."
1199,唉。。。狗子吃了肠胃不适应 全吐了,Ugh. . . Dogs eat stomach does not meet the whole vomit
1200,有儿时的味道、好吃,"Have a child's taste, delicious"
1201,不太爱吃啊,Not too bad to eat
1202,日期新鲜，价格便宜，以前买成99，现在50的样子，很开心！,"Date fresh, cheap, previously bought as 99, now 50 look, very happy!"
1203,一次买了四袋，还行吧，小朋友喜欢,"Once bought four bags, okay, children like it"
1204,多次购买了，质量好,"Multiple purchases, good quality"
1205,这个熊有点丑，盒子有破损，还好人家没介意☠,"The bear is a little ugly, the box is damaged, but fortunately others do not mind it"
1206,优点:屏占比高，6g内存很爽！ 缺点:比较厚，系统流畅度不是很好，出现几次软件打开很慢的情况。 夸一下，物流很快，上午下单下午就收到了。 最后非常不满的是昨天买的，今天就降价了。,"Advantages: screen accounted for high, 6g memory so cool! Disadvantages: relatively thick, fluency is not very good system, there are several times the software is open very slow situation. Quotes, the logistics quickly, the afternoon orders received in the afternoon. Finally, very dissatisfied with yesterday to buy, and today the price cut."
1207,好吃，还会再买的,"Delicious, will buy again"
1208,发错了 我要的是巧克力！！,Wrong what I want is chocolate! !
1209,这手机是我喜欢的，京东一如既往的放心。,"This phone is my favorite, Jingdong, as always, rest assured."
1210,京东太坑，夺宝岛设计不合理，商品页面拍下后提醒数据加载失败，退出就找不到了，还被扣2000京豆,"Jingdong pit, the design of the island is unreasonable Qinao, the product page photographed to remind the data failed to load, exit can not find, but also withheld 2000 Beijing beans"
1211,都是化的，盒子也是破的，对象说有种臭味,"All are, the box is broken, the object said a kind of smell"
1212,超级喜欢这个盒子，物流超快，谢谢快递叔叔&hellip;&hellip;,"Super like this box, fast logistics, thank you delivery uncle? & Hellip;"
1213,送货速度慢，价格合适,"Delivery speed is slow, the price is right"
1214,还挺大的 带冰2斤正 还没吃 也就是吃个气氛 也就一螃蟹,Kind of ice with 2 pounds is not eaten yet eat is a crab atmosphere
1215,口感不是很好，一点劣质的感觉，还没有生产可许，有点失望,"Taste is not good, a little bad feeling, no production is possible, a little disappointed"
1216,好吃好吃，超级好吃,"Delicious tasty, super delicious"
1217,我的她说很好吃。。。。。,I said she was delicious. . . . .
1218,还以为是京东自营，忘了确认收货....,"I thought it was self-Jingdong, forgot to confirm the receipt ...."
1219,发票，我要的发票呢，发票，发票，发票，发票，发票，发票，发票，,"Invoice, I want the invoice, invoices, invoices, invoices, invoices, invoices, invoices, invoices,"
1220,第一次在这家订狗粮以前一直是在波奇网订的这家优惠大一点如果是正品以后一直订,For the first time in this set dog food has been set in the Pokichi network this offer bigger if it is genuine after has been set
1221,第一次购买白草味的清新禅意麻薯，想尝一尝它的味道，可是，宝贝一上来之后，看了这个添加剂太多太多了，连什么那他霉素都有，太可怕了，以后都不敢再买来吃了。这个配料表上它的成分和她的这种添加剂真的太多，太可怕了，希望注意身体的人吗？少吃一些这些东西。,"For the first time, buy fresh mahogany mung bean flavor, would like to taste its taste, but after the baby came up, read this additive too much, and even what natamycin have, too terrible And I will not dare to buy it anymore. It's ingredients and her additives are really too much on this ingredient list. Too horrible, would you like to pay attention to the body? Eat less of these things."
1222,东西太多，只能复制加粘贴了,"Too many things, only copy and paste"
1223,海苔不错，挺好吃的，京东搞活动买非常合算,"Seaweed good, very tasty, Jingdong engage in activities to buy very cost-effective"
1224,不好吃，弄弄塑料味&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;,"Not tasty, make plastic taste & hellip; & hellip; & hellip; & hellip;"
1225,妈妈说皮是黑的，还有放放，等吃过后再评价,"Mom said the skin is black, there are still put, and then eat after evaluation"
1226,味道还行，盖子密封不好，漏了一瓶。,"The taste is ok, the lid is not well sealed and a bottle is missing."
1227,好好好好好好好好好好好好好好好好好好,Good Well Well Well Well Well Well Well Well Well
1228,其他都好，就是物流慢慢慢,"The other is good, that is, logistics slowly"
1229,包装越来越差，直接就是一个塑料袋，运过来里面都破了怎么送人。。。,"Packaging is getting worse, directly is a plastic bag, shipped over there are broken how to give. . ."
1230,一般般，不咋滴,"In General, not ye drop"
1231,包装特别简单，糙糙的。,"Packaging is particularly simple, rough."
1232,还可以，就是物流稍微慢点。,"Also, logistics is a bit slow."
1233,什么东西啊 一点奶味都没有 我家狗狗根本都不吃 和实体店里的一点都不一样，实体店的买回来我都尝一下 这个有一股饲料味，，，我还买了六个 ！！ 大家看好了再买吧！！！,"What a little taste of milk are not my dog ​​do not eat and the store is not the same point, the store bought I have a taste of this there is a taste of feed ,,, I also bought six! ! We are optimistic about buying it! ! !"
1234,购物太多了，不一一评价了，看见此评即为好评，支持京东,"Shopping too much, not one by one evaluation, see this comment is praise, support Jingdong"
1235,还没品尝，但是量比较大，性价比还不错,"Not tasting, but the amount is relatively large, cost is not bad"
1236,不好吃，不好看包装烂，还不如买10阿尔卑斯,"Not tasty, not good looking bad packaging, might as well buy 10 Alps"
1237,没吃呢，日期都是16年的，等尝过再来追加,"Did not eat it, the date is 16 years, and so tasted again to append"
1238,好吃好吃好吃好好吃,Delicious delicious delicious
1239,买巧克力送的，还可以。,"Buy chocolate, you can."
1240,挺不错的，只是突然觉得自己疯了买这么贵的巧克力吃?,"Very good, just suddenly feel crazy to buy so expensive chocolate to eat?"
1241,还好，我弟很爱吃,"Fortunately, my brother is very loving"
1242,一次满意的购物，东西收到了和图片上一样,"A satisfactory shopping, things received the same as the picture"
1243,不好吃感觉买了假货，没有qs的安全标志,"Not feeling good to buy fakes, no qs safety signs"
1244,都滑了。什么鬼,All slipped. What the hell
1245,价格实惠，不错！！！！！！！,"Affordable, not bad! ! ! ! ! ! !"
1246,还没开给猫吃！看着包装挺不错的，希望猫咪能够喜欢吃，明天开一个让它尝尝鲜！,"Not open to the cat to eat! Looking at the packaging is not bad, I hope cats like to eat, open tomorrow let it taste fresh!"
1247,挺不错的手机，买之前看评论心里真没底，反复好几次下单退单，中间从**买了个360n5s扬声器坏的！退货！贴了十二块运费。又从京东买个酷玩六，感觉不太行，系统不人性化做工也不怎么样，不过酷派的售后真不错，看到反映问题马上联系我给我退货。再往后又想买360n5s一直抢不到，因为急着用就硬着头皮买了zuk，货到的时候看了下是一月的机子心凉了半截，想不要又不好意思。就收下了，月了几天我发现，起码我月的这台机子让我很满意，821不是什么653能比的，玩全民超神f一直在60左右。电池也没那么不甚，基本够一天月，只要你不是机不离手！缺点也是有的，发热还是有的，也不是太厉害，有人说烫手之类的纯属扯淡！总之这手机性价比目前绝对高！,"Very good cell phone, before buying to see the comments really did not end, repeated orders several times, the middle from the ** bought a 360n5s speaker bad! Return! Posted 12 shipping costs. Also bought a cool play from Jingdong six, I feel not OK, the system is not human workmanship is not good, but cool after-sales really good, see the problem immediately reflect the problem, contact me to give me the return. Then again want to buy 360n5s has been unable to grab, because hurry to bite the bullet and bought zuk, when the goods looked down in January was a cool machine in half, do not want and sorry. I accept the month a few days I found that at least my loom of this machine made me very satisfied with the 821 is not what 653 than to play all over the super-God f has been around 60. The battery is not so bad, the basic one day a month, as long as you are not a machine without leaving! Disadvantages are some, fever or some, nor is it too powerful, some say hot like pure nonsense! In short, this mobile phone is absolutely high price!"
1248,一个星都可惜 什么垃圾货,What a pity the garbage trash
1249,日期很新商品完好无损送货速度快一次不错的购物体验大京东,The date is very new The goods are intact Delivery speed A good shopping experience Big Jingdong
1250,家里人都很喜欢~说很好吃,Family people like ~ say it is delicious
1251,太难吃了，劣质棒棒糖，和我们公司卖的味道根本不一样,"Too unpalatable, poor quality lollipops, and our company selling flavor is not the same"
1252,香辣牛肉串，没有想象的那么辣，挺好吃的，还会再买。,"Spicy beef skewers, not so spicy, very tasty, will buy again."
1253,很好，就是小点，物流很快。,"Very good, that is, small, fast logistics."
1254,味道很正宗，味道真的不错，而且我也只是随便拌拌，之前看到评论里有说这是最难吃的面，我还有些犹豫，现在自己亲口尝到了，真想问那个人，即使每个人口味不一样，这个面也不至于难吃吧，不知道你什么居心，误导我们买东西的人，，因为特价我买了六包，有一点不满意的就是为什么两个包要连在一起，分开的时候没撕好，调料就会溢出来，调料包还是独立包装比较好。。,"Taste very authentic, the taste is really good, and I just casual mix, see comments before that this is the most unpleasant face, I still have some hesitation, and now my own taste, really want to ask that person, even if Everyone tastes different, this side is not unpalatable it, do not know what you heart, misled us to buy things, because the special I bought six packs, a little dissatisfied with why two packets to be connected Together, when not torn apart, spices will overflow, seasoning package or independent packaging is better. ."
1255,黑巧克力和原味差不多，有点甜,"Dark chocolate and flavor almost, a little sweet"
1256,好，淡奶油质量不错，送货也很快,"Good, light cream good quality, delivery is fast"
1257,橙子比预期的好吃，连老妈都这么说，多汁爽口，果子不小，关键是很新鲜。本来害怕运送路上会坏，但收到都没问题，不错?,"Orange than expected delicious, even the mother said so, juicy refreshing, the fruit is not small, the key is very fresh. Had been afraid of the road will be bad, but received no problem, not bad?"
1258,拌在猫粮里，猫咪喜欢吃。,"Mix in cat food, cats like to eat."
1259,质量挺好，但刚买了就降价，比双11还低！,"Good quality, but just bought a price lower than the double 11!"
1260,ghkkkjhbn,ghkkkjhbn
1261,猫猫可喜欢吃这个妙鲜包了，但是好像更喜欢海洋鱼味道的,"Cats like to eat this wonderful bag, but it seems to prefer the taste of marine fish"
1262,应该好吃的东西都可以直接买,Should be delicious to buy directly
1263,还好就是物流太慢,"Fortunately, logistics is too slow"
1264,从一个月一直吃这个到现在九个月了，还可以,It has been nine months since I ate for a month
1265,太硬了吧，孩子都咬不下，大人吃都费力,"Too hard, children can not bite, adults eat hard"
1266,京东快递真的牛x，上午拍下午到挺好吃的，薄荷味挺浓，嗓子有清凉的感觉，和那个枇杷膏好像差不多的吧？。。好评,"Jingdong courier really cattle x, afternoon shoot very delicious, mint taste very strong, the voice of a cool feeling, and that the loquat cream seems almost the same, right? . . Praise"
1267,这样的包装，还是第一次看到，我也是醉了&hellip;&hellip;,"Such a package, or the first time I see, I am also drunk & hellip; & hellip;"
1268,活动买的，小猫爱吃,"Activities to buy, kittens love to eat"
1269,小狗应该会吃的，我还没给小狗喂,"The puppy should eat, I have not fed the puppy"
1270,味道不错，就物流太不给为了,"Taste good, not to the logistics too"
1271,感觉一般般！颜色还可以，包装不错，不知道味道如何？先给中评！比起我旅游在西安吃的好小！就是就是好小呀！比库尔勒的香梨还小！图片如下：,"Feel like general! Color is OK, good packaging, do not know how the taste? First give comment! Compared to my trip to eat in Xi'an is so small! Is that it is so small! Than Korla's pear is small! Picture is as follows:"
1272,这么热的天一点没化，快递小哥服务态度也很好,"No such a hot day, courier delivery service attitude is also very good"
1273,可悲，头一次在京都购物。不会弄，过两天货没收到却点了签收。不知还能否收到狗粮！,"Sad, the first time shopping in Kyoto. Will not get it, two days after the goods have not received the point of receipt. I do not know whether you can receive dog food!"
1274,东西巨好吃，真是后悔自己买少了，回来不够分的，整个宿舍都向我要链接,"Giant things to eat, I really regret to buy less, not enough points back, the entire hostel to me to link"
1275,包装着实让人不满意啊，你特幺的放点气泡垫会屎啊，一个气泡垫也就几毛钱，几千块钱的东西几毛都舍不得吗，边边角角都摔坏了，上次买个苹果也是这样，真让人气氛，拉鸡京东！,"Packaging people are not satisfied with ah, you put the special bubble will put some feces ah, a bubble pad also a few cents, a few thousand dollars a few Mao are reluctant to do it, the corners are broken, The last to buy an apple is also true, so the atmosphere, pull chicken Jingdong!"
1276,第二次买了，狗狗挺喜欢吃的！还赠了东西！谢谢,"The second time bought, dogs like to eat! Also donated something! Thank you"
1277,收到货啦,Received the goods
1278,卖家故意发错货，而且看日期都是临期商品！,"The seller deliberately sent the wrong goods, but also look at the date of the provisional goods!"
1279,还没吃应该可以,Not eaten yet
1280,狗狗好像不是很爱吃,The dog does not seem to love it very much
1281,放在店里，客人都好高兴，生意也好多了,"On the store, the guests are very happy, business is much better"
1282,还满意。狗狗也爱吃。,Still satisfied. Dogs also love to eat.
1283,和图有点差别，里面颜色和外表都有差别，不是想象那么好，物流也慢,"And the picture is a bit different, there are differences between the color and appearance, not as good as imagination, logistics is also slow"
1284,姐姐说很好吃，就是快递太慢了，都五天了才到,"Sister said it is delicious, that is, delivery is too slow, all five days to arrive"
1285,这家还没试吃过，先给个好评,"This restaurant has not tried, give a good comment"
1286,了是飞信了头目我投资人许诺,It is a flying letter leader I promise investors
1287,"狗狗还没吃,吃完再来评价","Dogs have not eaten, eat again evaluation"
1288,好。。。。。。。。。。。。。。。。。。。。。。,it is good. . . . . . . . . . . . . . . . . . . . . .
1289,物流相当慢，到货又坏掉一个，这些都没什么，但味道真的太差了，咸死人不偿命的那种，真是亏大了,"Logistics is very slow, arrival and broken one, these are nothing, but the taste is really bad, salty people do not pay the kind of life, really big loss"
1290,還沒給牠玩，應該不錯,"Not to play it, it should be good"
1291,111111111111,111111111111
1292,色泽与图片一致，无色差，好重的一包床品，目前满意。标牌尺寸是否与实际一致，待回家测量后再追评。,"Color and image consistent, no color, weight of a pack of bedding, the current satisfaction. Whether the size of the signage is the same as the actual measure, and then wait for the return of the measurement after returning home."
1293,习惯好评，还没吃，看着不错，快递就不用说了大家都知道,"Accustomed to praise, not eat, looked good, express Needless to say we all know"
1294,还是一如既往的好吃，只是物流等了几天才收到，不过好吃的东西，值得等待，还会继续光顾的,"Still, as always, delicious, just wait for a few days before the logistics received, but delicious things, it is worth the wait, will continue to patronize"
1295,好好好好好好好好好好好好好,Well Well Well Well Well Well Well Well
1296,东西还行,Things are okay
1297,猫咪爱吃如冬贴鳔居家必备的利器,Cats love to eat winter essential tools 鳔 essential home appliances
1298,欺骗消费者不是德芙,Cheating consumers is not Dove
1299,是正品，吃着跟超市里买的一样，第二天就送到了,"Is authentic, eating with the supermarket to buy the same, the next day was sent"
1300,客服态度极差，完全不理人,"Very poor customer service, completely ignore people"
1301,找京东自营就是图快，可这次真是失望，等了好几天！ 不过快递小高态度倒是很不错。,"To find Jingdong self is fast map, but this time really disappointed, waiting for a few days! But courier small attitude is actually very good."
1302,非常实惠，*买了7件宝贝，足够我吃好长一段时间啦，希望不要吃到不想吃，快递很快，第二天就到了，好评～,"Very affordable, * bought 7 baby, enough for me to eat for a long time friends, I hope do not want to eat do not eat, express fast, the next day arrived, praise ~"
1303,东西是不错，物美价廉，但是发货和物流。。。有史以来，在京东买东西，发货和物流效率最差的一次购物。我都奇怪，京东能封杀天天和百世，而全峰居然能全身而退，实在让人匪夷所思。,"Things are good, inexpensive, but shipping and logistics. . . In the history of shopping in Jingdong, the worst delivery and logistics of a shopping. I am all surprised that Jingdong can block every day and the world, while the whole peak actually can actually get out, it is incredible."
1304,买的狗粮结果寄来了猫粮，还不是我要的那个牌子，真是无语了，怕麻烦也不退了，送给朋友家的猫算了，真不知道工作人员工作时在想什么，不会再上这家店了，太不负责任了！,"The results of the purchase of dog food to send the cat food, not the brand I want, really speechless, and will not bother the trouble, the cat gave a friend's home forget, I really do not know what the staff are thinking, Will not be on this store, too irresponsible!"
1305,还行吧！呵呵,Okay! Ha ha
1306,东西真的不错的！值得推荐噢！,Things really good! Worth recommending
1307,不错，物流快，价格优惠！,"Good, fast logistics, price concessions!"
1308,小猫咪非常爱吃！,Kittens love to eat!
1309,快递有点慢 需要三天 狗粮还没有太多感觉是好还是坏,Courier is a bit slow Need three days dog food Not too much feeling is good or bad
1310,劝大家看到这条评价的认真考虑要不要在这家买东西，这服务态度太牛了，问十句就回复一句，还是系统自动回复内容，完全看不出解决问题的态度，说来说去都是买家的错，把责任都推给买东西的，花钱买气受~,"Advise everyone to see this evaluation seriously consider whether to buy things in this house, this service is too cowish, ask a sentence to reply to a sentence, or the system automatically reply to the content, can not see the attitude of solving the problem, say Go to the buyer's fault, the responsibility is pushed to buy things, spend money to buy by ~"
1311,活动买的，便宜。买了一大堆零食囤着慢慢吃 。,"Activities to buy, cheap. Bought a lot of snacks store slowly eat."
1312,多次购买了，非常方便快捷。不用去超市，今天拍明天就到家。想吃什么口味的都有，非常方便。懒人的最佳选择。,"Multiple purchases, very convenient and quick. Do not go to the supermarket today to get home tomorrow. Want to eat what taste are, very convenient. The best choice for lazy people."
1313,好评,Praise
1314,很不错 赞一个 京东给力的 以后需要时还买,Very nice to praise a Jingdong to power when you need to buy
1315,蛮好吃的冷饮，还有芒果西柚的果肉，就是价格贵了些。,"Pretty delicious cold drinks, as well as the flesh of mango grapefruit, is the price more expensive."
1316,包装比较严实～,Packaging is more rigorous ~
1317,京东商城物流很好，快递小哥给力，这款手机配置不错，性价比高，比较流畅，拍照也可以，就是视频通话图像不行没有我以前红米手机好，充电不快，我不玩游戏，轻度使用偶尔会非常热，烫手的感觉，最大缺点还是手机发热，WiFi信号不好，我靠近路由器使用信号也不是满格，指纹识别挺快的。,"Jingdong Mall logistics is good, courier brother to force, this phone configuration is good, cost-effective, relatively smooth, pictures can be, is the video call image not without my red rice cell phone is good, charging is not fast, I do not play games, mild Use occasional very hot, hot feeling, the biggest drawback is the phone fever, WiFi signal is not good, I use the signal near the router is not full, fingerprint recognition very fast."
1318,包装皮烂的很厉害 制热很慢 赠品也没有 很不理想的购物 在京东购物很担心了,Packaging is very bad rotten heating very slow gifts are not very good shopping is very worried about shopping in Jingdong
1319,太小了，什么都装不了,Too small to load anything
1320,我家猫挺爱吃的，没长黑下巴,"My cat is very loving, no long black chin"
1321,我能说一点都不满意么，里面的圆巧克力跟过期了一样，那口感简直差到没朋友啊，那个花的叶子也掉了，有史以来最差劲的一次购物，没有之一，想买的朋友谨慎入手,"I can say that I am not satisfied. The inside of the round chocolate with expired the same, it almost fell to the taste of friends, ah, that flower leaves also lost, the worst ever shopping, not one, want to buy Friends cautious start"
1322,狗粮不错，新包装也不错。就是物流慢呀！,"Good dog food, the new package is not bad. Logistics is slow!"
1323,孩子说很好喝，很不错，很喜欢，价格实惠！！！,"Children say good to drink, very good, very like, affordable! ! !"
1324,这个我真不想评价，失望，不好吃,"I really do not want to evaluate this, disappointed, not tasty"
1325,第一次买S7用了几天非常的轻，没手感就退货了，但退货货款退到别人的银行卡上了，我是货到付款的，用京东扫码支付的，有凭有据的，搞得很不爽，费了很多周章，但买了那么多钱，谅解一下嘛！京东要注意你们的系统漏洞哦！换成S7edge比想像中好点，轻簿颜值高，再重点就好咯。,"The first time to buy S7 with a few days is very light, no feel on the return, but returned the money back to someone else's bank card, and I'm cash on delivery, with the code payment Jingdong, , Did very bad mood, took a lot of weeks, but bought so much money, understanding it! Jingdong pay attention to your system vulnerability Oh! Replaced by S7edge better than expected, light book Yan high value, and then focus on slightly."
1326,人家照片的包装中文贴纸，我的是包装袋印中文，难道假进口，货不一样，还有一袋包装是烂的，外包装箱也烂了，分别点了下500克的没烂和烂的个数，路上掉了几个，酸奶糖外有珍珠袋包了，紫皮为何没用，食品啊，店家这烂了包装，吃会担心啊,"Chinese photo packaging Chinese stickers, my bag is printed in Chinese, do not fake imports, the goods are not the same, there is a bag of packaging is rotten, the outer box is also rotten, respectively, under the point of 500 grams of rotten and rotten The number of lost on the road a few, outside the bag with yogurt sugar, purple why useless, food ah, store rotten packaging, eat will be worried ah"
1327,还好吧，费列罗的应该不错，就是生产日期有点长了。,"Fortunately, Ferrero's should be good, that is, the production date is a bit long."
1328,四川大南充库送到我镇上的家的，京东物流真心不错啊，居然我老家也有京东库了，味道也好。我在成都也买了这个坚果，味道不错，而且非常的方便，每天一小袋。,"Sichuan Nantong warehouse delivery to my town home, Jingdong logistics really good, ah, actually, my hometown also Jingdong library, taste Ye Hao. I also bought this nut in Chengdu, taste good, and very convenient, a pouch a day."
1329,差评！写的190g 发来却是85的 差评！,Bad review! Written 190g sent is 85 bad review!
1330,"大洋世家 冷冻舟山带鱼段 800g袋装,带鱼味道不错，肉段比较肥美,质量不错，","Ocean Family Frozen Zhoushan octopus 800g bagged, octopus taste good, meat section is more plump, good quality,"
1331,特意购了几块不同口味的，还没来得及吃，比国外贵，但比超市商场便宜多了,"Specifically bought a few different flavors, have not had time to eat, more expensive than foreign, but more expensive than the supermarket shopping malls"
1332,垃圾东西， 肉燕过来都坏了。,"Garbage things, meat Yan over all broken."
1333,一般 吃了一次,Generally eat once
1334,好甜哝,So sweet
1335,忘了评价了，吃的太好吃了，比我想想的还好看，孩子喜欢不的了，下次还会在来,"Forget the evaluation, eat too tasty, look better than I think, the children like it, the next will come"
1336,狗粮真不错 我家狗狗很爱吃,Dog food really good My dog ​​is very loving to eat
1337,东西极差！！！！！！！物流又慢！！！这是我人生中觉得最差的一次购物！以后在也不来这家买了！讨厌商家！联系大家以后不要来这家店买！！卖家服务态度也表现的极差！☠☠☠,Very poor things! ! ! ! ! ! ! Logistics is slow! ! ! This is the worst shopping in my life! Do not come here to buy this! Hate business! Do not come to this store after you contact ! Seller service attitude is also very poor! ☠☠☠
1338,物流挺快的，看的不错，就是那个假花枝做的不太好，掉了一片叶子，肥皂花也不是很好闻，但总体说不错，物有所值，看的蛮好看，送人不错,"Logistics is very fast, look good, that the fake flower branches do not very good, out of a leaf, soap flowers are not very good smell, but overall good, value for money, look pretty good, give good"
1339,很好，我家妹妹很爱吃,"Very well, my sister likes to eat"
1340,期待已久的亮蓝色，其实64G够我用，不过为了这亮蓝色多花400也值了，坚持快5年的小米2终于退下去了，用了几天，先说说优点，手机真的很漂亮，手感也不错，屏幕亮度高，目前体验系统很流畅，miui的换机功能很好用，直接把系统设置，程序和程序设置转移到新手机，各种应用账号都直接过来了，特别方便，续航目前看中度使用一天够用，没有想象中那么耐用，选米6是因为性能够强，目前看835加6G的配置应该至少能用2年，拍照虚化效果不错，红外遥控器功能好用。 说说不足，重量重，特别容易沾指纹，没找到特别合适的手机壳和贴膜，送的保护套有点松，本身带了个磨砂膜，本来膜的感觉不错，但是非得写了按钮位置和为发烧而生这几个字，没法长时间用非常可惜，成功申请了miui9的内测，感觉不到明显速度提升，增加的功能不错，但是有些改变不完善，其实比起流畅续航我更在乎，开的程序多了剩余内存还是容易到1个G的，所以6G也不是万无一失，玩游戏机身温度有点高，到不是烫，但是明显感觉到有温度，夜间拍照很模糊。 总体来说手机还是很喜欢的，希望能好好用几年，感觉如果不重视蓝颜色，2499的性价比更好。,"Long-awaited bright blue, in fact, enough for me 64G, but for this bright blue 400 spent more value, insisted fast millet 2 5 years finally retreated, spent a few days, first talk about the advantages of mobile phones Really beautiful, feel good, screen brightness, the current system is very smooth experience, miui replacement function is very easy to use, directly to the system settings, procedures and program settings transferred to the new phone, a variety of applications account directly over , Especially convenient, battery life now see the use of a day enough, there is no imagination so durable, the election of rice 6 because the performance is strong, the current configuration to see the 835 plus 6G should be able to use at least 2 years, virtualization effect is good, infrared Remote control function easy to use. Not enough to say, heavy weight, especially easy to dip fingerprints, did not find a particularly suitable mobile phone shell and foil, send the protective cover a little loose, itself with a matte film, the film feels good, but have to write the button position and Fever with these words, can not be used for a long time is a pity that the successful application of miui9 closed beta, did not feel significant speed increase, increase the functionality is good, but some changes are not perfect, in fact, more than smooth life I care more , Open the program more than the remaining memory is still easy to a G, so 6G is not foolproof, play the game a bit high body temperature, not to hot, but obviously felt temperature at night is very vague pictures. Overall mobile phone is still very much like, I hope I can take a few years, I feel if you do not pay attention to the blue color, the price of 2499 better."
1341,味道很一般，但是包装很用心，还配有开箱用的小工具，值得点赞。顺丰配送，速度很快，到货时里面冰块还没有融化。,"Taste very general, but the packaging is very hard, but also with the gadget out of the box, deserve praise. SF delivery, fast, when the arrival of ice inside has not melted."
1342,"挺好,便宜,有点酸,不过有个坏的.","Very good, cheap, a little sour, but there is a bad one."
1343,吃不惯这个味，哎。,"Not used to taste this, hey."
1344,个大，漂亮，还很甜，非常好吃，果核薄而小，还会再来。,"A large, beautiful, still sweet, very tasty, thin and small fruit, will come back."
1345,手机非常棒！功能强大正品质感非常好，物流怏服务太度好开心的一次购物,"The phone is awesome! Powerful authentic texture is very good, logistics 怏 service is too good a happy shopping"
1346,狗狗的零食 哈哈,Snacks dog haha
1347,还可以，很好吃,"It's fine, it's delicious"
1348,好好吃的糖，大爱啊，包装完好无碎糖很开心的购物,"Good to eat sugar, love ah, packaging intact no sugar very happy shopping"
1349,狗狗喜欢咬。,Dogs like to bite.
1350,不错 活动价适中 注意分装时有白色垃圾混入了,Good activity price moderate attention packed white garbage mixed
1351,嗯，味道还不错,"Ah, taste good"
1352,有种被骗的感觉！ 380克开心果结果是200克,A kind of cheated feeling! 380 grams pistachios result is 200 grams
1353,第一次买，好吃物流也快满意,"The first time to buy, delicious fast satisfied with the logistics"
1354,一大袋子，物美价廉。,"A big bag, inexpensive."
1355,很不满意情人节的礼物，15号送到了，无语了,"Very unsatisfied with Valentine's Day gift, 15th was delivered, speechless"
1356,本人也是海边长大，本打算买一包试试，海带太湿不敢再出手了,"I also grew up by the sea, I intend to buy a package try, kelp too wet not to shot again"
1357,太硬了，宝贝呀不动,"Too hard, my baby will not move"
1358,原汁原味，很好。,"Authentic, very good."
1359,好 物流很快,Good logistics soon
1360,物流快！物流快！物流快！重要的事情说三遍！东西也不错、客服态度好、回复及时,"Fast logistics! Fast logistics! Fast logistics! Three important things to say! Things are not bad, customer service attitude, timely response"
1361,京东购物就是快，而且比在超市便宜好多，一如既往的支持京东,"Jingdong shopping is fast, but much cheaper than in the supermarket, as always, support Jingdong"
1362,超级超级好，特别喜欢，祝卖家生意兴隆哈,"Super super good, especially like, I wish the seller is booming business"
1363,这款方便面最大的优势我认为是不容易吃腻！价格比较坚挺，一般优惠不多，但仍然值得购买。需要特别提出来的是，我发现蔬菜包加进去很容易出现一种腥味儿，所以一般直接就扔掉了。京东的速度和对物件的保护还是令人放心的，虽然裸箱发货，也不用担心会有明显磕碰损坏，面饼的完整度要比那种五连包高一些。,"The biggest advantage of this instant noodles I think it is not easy to eat! Relatively firm prices, the general offer is small, but still worth buying. Need to be mentioned in particular is that I found it easy to add a vegetable bag into a smell of fish, it is generally directly thrown away. Jingdong speed and the protection of the object is still reassuring, although naked delivery, do not have to worry about obvious bump damage, the integrity of the bread cakes than the kind of five even higher."
1364,价格算是能接受吧，还有几个赠品。但是快递真不是一般的差，慢就算了，还不送上楼，快递送到的时候外包装盒子还被搞到稀巴烂，前所未见的啊。。快递员还说他们不管。换着以前一定拒收，但想着狗狗的粮，不签收岂不是饿肚子。。。,"The price is acceptable, there are several gifts. However, the courier is not really bad, even if it is slow, not sent upstairs, courier sent to the packaging box was also got scarred, never seen before. . The couriers also say they do not care. For some refusal before, but thinking of the dog's food, do not sign it hungry. . ."
1365,买了第二次了，还可以啊&hellip;&hellip;,"Bought the second time, you can also ah & hellip; & hellip;"
1366,Pian子，网购时搜索栏已经选择了&ldquo;无糖&quot;的，结果到货时配料表上注明着含白砂糖！,"Pian son, when the online shopping search bar has been selected ""sugar-free"", the results when the ingredients table marked with sugar on arrival!"
1367,小孩子挺喜欢的,Children like it very much
1368,益达木糖醇无糖口香糖瓶装56g/瓶 益达口香糖 最爱的草本精华味,Yidax sugar-free chewing gum bottle 56g / bottle Yida chewing gum favorite herbal essence
1369,还不错，好好好,"Not bad, so good"
1370,超值版、比超市便宜好多,"Value Edition, much cheaper than the supermarket"
