,review,review_en
8175,东西看起来还不错，还没偿。 扣一颗星的原因: 1.货物是发到菜鸟驿站的，每次下了班去取货（第一次取货是20:35，第二次是20:40，第三次是19:00）他们都下班了（前两次是因为他们下班时间是20:30，第三次是因为什么 培训去了），导致我一直拿不到货。拿货的时候遇到好几个取货的人说他们都遇到好多次了，经常遇到取货时他们培训了没人，拿不到货。在别的快递从未遇到过这种现象。这里扣除两颗星。 2.里面附带了一个吃猕猴桃的勺子，很贴心，比较方便，增加一颗星。 3.没有单独关于快递的评价，只能评在这儿了。,"Things look good, not paid. Deduct a star reason: 1. The goods are sent to rookie inn, every time after work to pick up (the first pick is 20:35, the second is 20:40, the third is 19: 00) They all got off work (the first two times because they got off work time is 20:30, the third time because of what training went), I have been unable to get the goods. Get goods when encountered several pick up people said that they have encountered many times, often encountered when they pick up no one training, get the goods. In other couriers have never encountered this phenomenon. Here are two stars deducted. 2. Inside with a spoon to eat kiwi, very caring, more convenient, add a star. 3. There is no separate evaluation of courier, can only comment here."
8176,还好还好，很小巧很小巧。也不Q。,"Fortunately, very small, very compact. Nor Q"
8177,很好吃，就是份量稍微少了点,"Very tasty, is a little less weight"
8178,一下子买了是个不同口味的，不错,"Buying all of a sudden is a different taste, not bad"
8179,可以 不错,Can be good
8180,差评没收到这个，联系卖家，却一拖再拖的，说是退款，却也没收到啥东西的,"Poor did not receive this, contact the seller, but delayed, that is a refund, but also did not receive anything"
8181,这其实就是很常见的水果柠檬糖，柠檬味不是很浓。说实在的味道不是很独特，中规中矩吧，不是很推荐。就像我们很小的时候吃的水果糖，不过我记得当时没有柠檬味道的，但这个其实柠檬味也不是很香浓，作为一个柠檬糖爱好者表示不过瘾，失望，不推荐大家购入,"This is actually very common fruit lemon sugar, lemon flavor is not very strong. To tell the truth is not very unique taste, quite satisfactory, it is not very recommended. Like the fructose we used to eat when we were very young, but I remember there was no lemon flavor at the time, but in fact, the lemon flavor is not very fragrant. As a lemon sugar lover, I am not satisfied with it."
8182,实物与图片显示有差距，图片是个整个键子，实物是零星的边料拼凑而成。,"There is a gap between the real object and the picture, the picture is an entire key, and the real object is sporadic patchwork."
8183,哈哈哈。很好好很好,Ha ha ha. Very good very good
8184,"服务态度差,效率慢,质量真心不好。说好质量问题退回去换运费客户先出后面补，后面都没人理。","Poor service attitude, slow efficiency, quality really bad. Say good quality problems returned to the replacement freight customer first out later, no one behind the truth."
8185,偏甜，比较硬，不是我喜欢的口味,"Sweet, hard, not my favorite taste"
8186,不错的糖果，孩子很满意！下次再来,"Good candy, the child is satisfied! come back next time"
8187,不错 挺好吃的,Nice to eat
8188,发货很快，日期新鲜,"Fast delivery, fresh date"
8189,他自己會談！但在這裏有點點名金曲,He talks about himself But here's a little bit named hits
8190,看着这款手机外形是和小米6一样，这个的中框颜色没有小米6的那么亮。 处理器没有小米6的好 ， 反应速度也不是特别快 ， 不过用着也还行 。。第一次，在京东买小米note3，留意了这款产品很久了，到了十一月一号的时候 我还专门熬夜来抢购 的这款手机，，到手价是1999，总体来说还可以。不过有一款软件每次退出的时候都会出现两秒黑屏。不知道是系统的原因还是软件的原因。京东快递的话可能受双11的影响，稍微有一点慢，但是快递员很细心，他看着是手机就没有放到一个地方，专门给我送到楼下。第一次使用小米手机，外观设计美感十足，手感舒适，重量适中。这个手机的电池的话，我是用没了电后第一天晚上充满的电量，没怎么玩，接打了几个电话，到了第二天还有百分之六十，第三天中午没电了，又刚冲上的电，电池的话还算可以，待机的话24小时。我个人对游戏没多大要求，主要玩部落冲突和一些小型单机游戏，660足够了，屏幕大电池中规中矩，关键系统好用，该有的功能都有。人脸识别还不错，挺好用的。指纹识别挺灵敏的。电池充电的话是两个小时可以充满，没有带的耳机挺遗憾的。希望能用久点。就是黑色的后面容易沾指纹，可以用个手机壳或者,"Looked at the shape of this phone is the same as millet 6, the color of the middle of this millet 6 is not so bright. Processor millet 6 is not good, the reaction speed is not particularly fast, but with the line is also OK. . For the first time, buy the millet note3 in Jingdong, pay attention to this product for a long time, to November 1 when I also specialized in staying up late to buy this phone, to the hand price is 1999, in general is also OK. However, there is a black screen every two seconds when a software exits. I do not know the reasons for the system or the software. Jingdong Express may be affected by the double 11, a little bit slow, but the courier is very careful, he looked at the phone is not put in a place, sent me downstairs specifically. The first use of millet phone, aesthetically pleasing design, feel comfortable, moderate weight. The battery of this phone, I use the first night without electricity is full of power, did not play, pick up a few phone calls, and then there are 60% the next day, the third day noon no electricity And just rushed to the electricity, the battery is OK, then 24 hours standby. I personally did not much demand for the game, mainly to play tribal conflicts and some small stand-alone games, 660 enough, the screen large battery quite satisfactory, the key system easy to use, and some of the features. Face recognition is not bad, very easy to use. Fingerprint recognition is very sensitive. Battery charging is two hours can be full, not with headphones quite regrettable. Hope to use longer. Is the back of black easily dip fingerprints, you can use a phone case or"
8191,太实惠了，最后两袋拿下,"Too affordable, the last two bags win"
8192,我非常满意啦,I am very satisfied
8193,这个价位还不错了，挺实惠的,"This price is not bad, very affordable"
8194,挺好喝的，正品,"Very good drink, genuine"
8195,对于我一个吃货来说，挺好吃的！,"For me to eat goods, very tasty!"
8196,还好啦啦啦啦,"Okay, la la la"
8197,性价比高，用着舒服，指纹识别棒,"Cost-effective, comfortable, fingerprint recognition stick"
8198,挺好的味道不错好好的下次还要买,Good taste good good next time you have to buy
8199,物流真的慢，手机很不错，手感很好，很薄，比旧手机好的太多，进游戏什么的也非常快，拍照还好，中等偏上，电量还行，用着掉电挺慢的，充电那么快，已经很强势了，还要什么自行车?，感觉挺好看的，这造型不错，个人爱好，系统很简洁，没什**圾文件，就是有点贵，内存也是够大，128g能下好多小电影，???，小米高配抢不到，nubia z17不清楚，感觉还不错，买不到而已，出厂送的有钢化膜，不过太容易花了，不咋的，手机有点滑，要买个套啊，系统小细节很用心，游戏免打扰，很给力，前置指纹漂**，好。。。的物流。。。一直在采购，，，差不多就是这样，还是比较贵的，要吃灰了。。。。。,"Logistics is really slow, the phone is very good, feel good, thin, good than the old phone too much, into the game what is also very fast, take pictures, medium upper, the power line, with power very slow , Charging so fast, has been very strong, but also what bike ?, I feel pretty good, this modeling is good, personal hobby, the system is very simple, no shit files, that is a bit expensive, the memory is large enough, 128g Can a lot of small movies, ???, Millet high with less than grab, nubia z17 do not know, I feel pretty good, can not buy it, the factory sent a tempered film, but too easy to spend, not ye, the phone a bit slippery Buy a set of ah, the system is very careful small details, the game do not disturb, it is awesome, pre-fingerprint drift **, well. . . Logistics. . . Has been purchasing ,,, almost like this, or more expensive, to eat gray. . . . ."
8200,吃过了，很不错，值得买，给大家推荐下，不错的一次购物！,"Eaten, very good, it is worth to buy, to recommend to everyone, a good shopping!"
8201,刚买一礼拜，就降*块。硬生生吧810的流畅性做到比801都不如独此一家。机子除了做工扎实之外没有任何一点比得上小米的千元机，这就是它最悲剧的地方。中兴，相见不如怀念。,"Just bought a week, it dropped * block. Haliotis bar 810 fluency than 801 are better than alone. In addition to the machine in addition to a solid workmanship is not anything comparable to millet thousand machine, which is its most tragic place. ZTE, meet better miss."
8202,质量保证价格合理我喜欢！,Quality assurance reasonable price I like!
8203,不是商品差评。是服务差评。,Not bad product reviews. Bad service.
8204,糖没有以前的好,Sugar is not as good as before
8205,赠品是小袋的，猫咪喜欢,"Gifts are pockets, cats like it"
8206,商品吧，可能是运气不好，可能是第一批，电话螺丝都是一个高一个低！不知道是厂家问题还是商家问题！有强迫症的人注意，我的送朋友了，自己去实体店拿了！,"Commodity it may be bad luck, may be the first batch of telephone screws are a high one low! I do not know if it is a manufacturer problem or a business one! People with obsessive-compulsive disorder pay attention, I sent a friend, took it to the store!"
8207,很不错的鸡胸肉，这个价很实惠，店家很热情，很满意,"Very good chicken breast, this price is very affordable, the store is very warm, very satisfied"
8208,一直信任！！！！！！！！！,Always trust! ! ! ! ! ! ! ! !
8209,发货快，口感还行，不算细腻,"Fast delivery, taste okay, not delicate"
8210,不好吃做出来都断了,Not good to make it all broken
8211,给力,awesome
8212,产品收到了，，物流太慢，味道也不好，，希望厂家多多改善，也最好换家快递,"Products received, logistics is too slow, the taste is not good, I hope a lot of manufacturers to improve, but also the best for home delivery"
8213,居然漏了两袋 反复折腾之后才给补发两袋,Actually missed two bags after repeated toss to give two bags
8214,好吃好吃很好吃、很特别的口味、一般超市买不到口感这么好的零食。,"Delicious delicious delicious, very special taste, the general supermarket can not buy so good snack taste."
8215,送的太慢了。,To send too slow.
8216,总体来说巧克力不错的，不过上面为什幺有国产二字，这是买来送人的。,"Overall chocolate is good, but why is it made domestically, which is bought to give."
8217,用盒子包装很好，没有碎一点，日期也不错，很大一片海苔脆脆的，就是口味上讲甜辣甜辣的，墨鱼味没想到这么辣，小孩儿根本吃不了。,"Good packaging with the box, not broken a little, the date is not bad, a large seaweed crunchy, is the taste of sweet and spicy sweet, squid taste so spicy, children simply can not eat."
8218,物品挺满意的，物流慢了点,"Very satisfied with the items, logistics slow down"
8219,一直给孩子吃这个,Always give this to children
8220,还不错吧，挺耐吃的，,"Not bad, very resistant,"
8221,没有现煮的好吃,No freshly cooked delicious
8222,物流配送挺快的。,Logistics and distribution very fast.
8223,好好好好好好好,"Good, good, good"
8224,不错，挺喜欢吃的！开始喂它的时候可能因为没有吃过零食闻了闻就走开了，后来就一个的劲扑腿和我要！,"Pretty good, like to eat! When I started to feed it, I probably walked away because I had not eaten snacks, and later I had a hard-fisted leg and I wanted!"
8225,味道还行，就是快递送到冰袋被压烂了，白色的膏状物弄的袋子上全都是，牛排也有点软了，后来把袋子全洗了放冰箱了,"Taste okay, courier sent to the ice bag was crushed, the white cream bag get all on the steak is also a little soft, and later the bag full wash the refrigerator"
8226,我家的狗狗很爱吃，价格也不贵,"My dog ​​is very loving, the price is not expensive"
8227,还不错，老婆很喜欢,"Not bad, my wife loves it"
8228,不，有鸡蛋、鸭蛋、鹅蛋大小均分,"No, there are eggs, duck, goose egg size equally"
8229,不错，不错，蛮好吃的,"Nice, good, very tasty"
8230,很好.,well.
8231,第一次买这种果干 觉得还好吃 就是小贵 下次做活动再买来吃,The first time to buy this kind of dried fruit that is delicious is expensive to do the next activity to buy to eat
8232,便宜又好；买了又买！但快递太慢了！,Cheap and good; bought and bought! But the courier is too slow!
8233,1本几乎啊哈哈,1 almost ah ha ha
8234,"商品与超市实物一样,送货包装不错","In-kind goods and supermarkets, delivery, packaging is good"
8235,没有看到所谓的赠品,Did not see the so-called gifts
8236,差，不好吃，亏了,"Poor, not tasty, deficit"
8237,京东销售的7Plus手机存在严重质量缺陷问题，屏幕内左下方有3个米粒大小的斑点，4月13日向客服反馈此问题，不予处理一直拖时间拖至4月24日让把手机送至京东自提点进行返修，售后服务单号：292730730，4月27日京东昆明售后维修点工作人员打来电话（087165379212）说检查手机无任何问题，这么明显的3个米粒大小的斑点你们京东工作人员就看不到，存在欺骗消费者行为，我同意将手机送苹果官方进行检测，检测完你们京东打来电话说不属于手机性能问题不予处理，难道手机外观存在缺陷就不是问题吗？5000多元买一个残次品、存在缺陷问题的手机，这就是你们京东处理问题的态度吗？我和你们京东客服多次沟通，我不退也不换，就是希望你们京东能妥善解决处理。手机毕竟才使用1个月时间，在质保期内。我本着协商解决问题的态度和你们沟通，就是希望你们京东能实事求是，你们京东客服打来电话说能解决需要换个屏幕，我也同意了，过2天又打来电话说手机不属于性能问题不予处理，就这样拖着马上就1个月时间了，这是你们京东处理问题的态度吗？等我手机拿到手机后我会继续维权，我向12315消费者协会申诉反馈投诉你们京东。,"Jingdong 7Plus phone sales serious quality defects, the bottom left of the screen there are three grain size spots, April 13 feedback to the customer this issue, do not handle has been dragged until April 24 so that the phone to Jingdong Since the mention point for repair, service number: 292730730, April 27 Jingdong Kunming point of sale maintenance staff called (087165379212) said that there is no problem checking the phone, so obviously three grain size spots Jingdong your staff Can not see, there is deceptive consumer behavior, I agree to send the phone to Apple's official testing, testing you Jingdong phone calls do not belong to the phone performance issues will not be handled, is the phone appearance defects is not a problem? More than 5,000 yuan to buy a defective product, there are defects in the phone, which is your Jingdong attitude to deal with the problem? I Jingdong customer service and I communicate with you many times, I will not retreat nor change, I hope you Jingdong can properly handle the deal. After all, the phone is only used for 1 month, during the warranty period. I am in consultation attitude to solve the problem and communicate with you, I hope you Jingdong can seek truth from facts, you Jingdong customer service called to be able to solve the need to change a screen, I agree, over two days and called to say the phone is not a performance issue Do not deal with, so dragged immediately to a month's time, this is your Jingdong attitude to deal with the problem? Wait for my cell phone to get the phone I will continue to protect the rights, I appeal to 12315 Consumer Association complaints you Jingdong."
8238,爆黄爆膏。太棒了！必须还会再买,Explosive yellow burst cream. awesome! Must buy again
8239,被误导了，订购时我仔细看了又看，以为是一罐太妃糖+一罐瑞士糖。结果是二罐太妃糖。,"Misdirected, I looked carefully when ordering, thought it was a jar of toffee + a jar of Swiss sugar. The result is two cans of toffee."
8240,外观很还看，质量不错很好的,"Look very good look, good quality good"
8241,包装不错，性价比挺高的，非常满意的一次购物，希望卖家多多做活动呀，全五分好评啦！,"Good packaging, cost-effective, very satisfied with a shopping, I hope the seller to do a lot of activities Yeah, all five points praise it!"
8242,物流很快，挺好的,"Logistics fast, very good"
8243,就是瓶的把手（烧焊的位置）那儿容易漏油，还有刚拧开的时候，里面太满了，根本不好倒，建议用小管导出来！,"Is the bottle handle (welding location) where there is easy to leak, there are just unscrewed, which is too full, not good down, it is recommended to export with a small tube!"
8244,苹果6摔了以后，入手了魅蓝note6，用了大概一个多月，说下真实感受: 首先，电池和续航快充都没毛病，满意。 但各种不满意的地方太多了。① 应用闪退 ② 卡成一锅粥，随便开个应用至少等几秒，经常无响应 ③ 相机黑屏，需要点一下屏幕才可以 ④ 通话也有问题 ⑤ 卡卡卡卡卡卡，越用越卡。 作为小米一生黑，我曾经推荐朋友买过好几部魅族，这次自己用了一个多月魅蓝真的很失望，提点建议: ① 青春版主打性能 但是首先要解决的应该是 能让消费者连续用18个月吧。② 通话是基本需求 应该下功夫解决。 说出来的目的不是黑你们，是消费者真实声音希望魅族能看见。 流畅性应该是第一位。就这样了 。必须换手机了。,"After Apple 6 fell, started the charm blue note6, spent about a month, said the next true feeling: First of all, the battery and battery quick charge are not problems, satisfied. But there are too many places for dissatisfaction. ① flash back ② card into a pot of porridge, casually open an application at least a few seconds, often without response ③ camera black screen, you need to tap the screen before ④ call is also a problem ⑤ Kaka Kaka card, the more with the card. As a black millet, I have recommended friends bought several Meizu, this time with their own more than a month charm blue really disappointed, suggestions: ① Youth version of the main performance but the first to be resolved is to allow consumption For 18 months in a row. ② call is the basic needs should work hard to solve. Say it is not the purpose of black you are the real voice of consumers hope Meizu can see. Fluency should be the first. That's all . Must change the phone."
8245,情人节送给远方的情人，可惜店家说太忙不能在卡片上留言,"Valentine's Day sent to distant lover, but the store said too busy to leave a message on the card"
8246,味道一般般，感觉悠哈的糖味道好些，可能带牛奶吧,"Taste general, I feel haha ​​sugar taste better, it may bring milk"
8247,第一次买来喝，味道还是不错的～,"The first time bought to drink, the taste is good ~"
8248,还行 就是快递太**慢了,OK is express too slow **
8249,猫粮.很好。小猫非常爱吃！,Cat food. Very good. Kittens love to eat!
8250,手机是挺不错的，手感也很好。买回来的第二天就泡水了，客服说没办法保修，只能拿出去外面修了,"Phone is very good, feel good. The second day to buy it soaked, the customer service said no way to warranty, can only be taken out to repair"
8251,狗狗爱吃 但是没有日本爱丽丝的罐头质量好,Dogs love to eat but no Japanese Alice canned good quality
8252,快递有点慢，还可以啦，糖再多点就好了,"Courier is a little slow, you can, sugar and more"
8253,昨天晚上下的单，中午就到了，包装也好看，棒棒哒,"Yesterday evening under a single, noon arrived, the packaging is also good-looking, very good"
8254,还可以吧 一直喂这个 猫就是不胖 现在换粮了,You can also feed this cat is not fat now for food
8255,还过得去！可以的。,Still decent! Yes.
8256,很不错，真心喜欢，比超市的好太多，价格还便宜。,"Very good, really like, much better than the supermarket, the price is cheaper."
8257,买了好久了才评价，味道还不错。。。,"Buy for a long time before evaluation, taste good. . ."
8258,挺好的，一直买，京东物流就是快,"Very good, has been buying, Jingdong logistics is fast"
8259,好评，好评，糖果真的很好吃，孩子特别喜欢，又香又酥的,"Praise, praise, candy is really delicious, the children particularly like, fragrant and crisp"
8260,棉花糖我最喜欢的，味道特别好，,"My favorite cotton candy, taste particularly good,"
8261,非常好，很喜欢,"Very good, very like"
8262,第三次购买啦，一直吃他家这个葡萄干。品质不错，也干净，价格也不贵。,"The third purchase you have been eating this raisin in his house. Good quality, clean, the price is not expensive."
8263,刚到，非常不满意，包装太差了。是有多省啊。多样东西撑在一个小盒子，挤得变形了，跟垃圾堆捡起来的样瞬间心情就变差了，再不会买了。,"Arrived, very unsatisfied, poor packaging. How many provinces are there? A variety of things in a small box, squeezed deformed, and heap with the garbage picked up the moment the mood worsened, will not buy."
8264,你们能把所有磕碰变形的罐头都寄给我也真是多谢你们了！你们好好发财吧！,You can send me all the bumps that can be knocked over to me. Thank you so much! You make a fortune it!
8265,不错的手机，性价比很高，一直都在用魅族的产品，也带动周围的人，好货必须支持。,"Good mobile phone, high cost, has been using Meizu products, but also led the people around, good goods must support."
8266,生产日期稍微早点，好在保质期时间长,"The production date a little earlier, but fortunately shelf life of a long time"
8267,分了两次给狗狗吃，第一次狗宝吃完了，第二次狗宝一口也不吃，不知道为什么？,"Divided into two times to the dog to eat, the first dog finished, the second dog to eat, do not know why?"
8268,物流有些慢，,"Logistics is slow,"
8269,东西不错啊，狗狗很喜欢。,"Good stuff, dogs like it."
8270,新疆的货，怎么从内地一个县发的，山寨版吧,"Xinjiang's goods, how made a county from the Mainland, the cottage version of it"
8271,发货太慢了，一号买的七号才到；差评,"Delivery is too slow, one on the 7th to buy; bad review"
8272,骗人，还说没筋整个芒果都是筋,"Lie, also said no gluten the whole mango are tendons"
8273,外表看着美观大气上档次。一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家，选的也好是辛苦啊?现在除了一碗热气腾腾的拉面，在强哥这里买不到其他的，只有你想不到没有买不到? 上午下单，下午到家速度啊！看着还行 货品不错，装了实用。质量可以。是值得购买 不错不错不错！！！！！！用了还可以，刚开始用有点涩。很干净，质感也不错，价位适中，性价比一般吧。 不错 物流一天就到了 整体感觉很不错，收到就用了，挺喜欢的，这个用的好，还要买多几个。 物美价廉，用着看看吧，免去市场购物之劳 ，推荐答案 我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有外表看着美观大气上档次。一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家，买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上， 宝贝收到了，非常喜欢，质量很好，卖家热情，物流给力，非常愉快的一次,"Appearance looks beautiful atmosphere on the grade. Always trust Jingdong. Good quality, fast delivery, good service! Too beautiful, the atmosphere, high grade, super like. Shopping for more than three, the election is also hard ah? Now in addition to a bowl of steaming ramen, strong brother can not buy here, only you can not think of not buy? Morning orders, afternoon home speed ah! Looking at the good goods is also good, loaded with practical. Quality can be Is worth buying not bad not bad! ! ! ! ! ! With the can, just started with a bit astringent. Very clean, texture is not bad, the price is moderate, cost-effective in general. Good logistics to the overall feeling of the day is very good, received it used, quite like, this is good, but also buy more. Cheap, take a look at it, eliminating the need for market shopping, I recommend why I like to buy things in Jingdong, because today can buy tomorrow to buy. Why do I evaluate the same for each product, because too many things to buy in Jingdong, resulting in the accumulation of a lot of non-evaluation of the order, so I use the paragraph as a unified assessment content. Jingdong shopping so long, have bought a good product, but also look beautiful appearance on the grade. Always trust Jingdong. Good quality, fast delivery, good service! Too beautiful, the atmosphere, high grade, super like. Shopping more than three, to buy more pit products, if I use this paragraph to evaluate, that this product is no problem, at least 85 points or more, the baby received, very much like, good quality, the seller enthusiasm, logistics force, very Happy once"
8274,"手感不错。昨天洗了也没褪色，色差也不是很明显,颜色耐脏。","Feel good. Yesterday washed did not fade, the color is not obvious, the color dirt."
8275,味道还可以。还行吧吧。。,Taste okay. Okay. .
8276,不错狗狗零食下次在买,Good dog snacks next time to buy
8277,味道还不错，感觉不够辣了，但是很喜欢。,"Taste good, I feel not hot enough, but I really like it."
8278,为了布置婚房买的，京东又快又好,"In order to arrange the wedding room to buy, Jingdong fast and good"
8279,很满意啊，热的很快。谢谢卖家了。哈哈哈。,"Very satisfied, hot soon. Thank you, the seller. Ha ha ha."
8280,还不错，就是物流太慢。,"Not bad, that is, logistics is too slow."
8281,物流有点慢！,Logistics is a bit slow!
8282,一点都不好 放了冰袋还化了 物流也慢,"Not good at all, letting go of the ice pack has also slowed down the logistics"
8283,好吃，是正品,"Delicious, is genuine"
8284,还不错，值得推荐，推荐。,"Not bad, recommended, recommended."
8285,是假的，跟我在进口店买的不一样，糖中间有空洞。,"Is a fake, not the same as I bought in the import shop, there is a gap between the sugar."
8286,非常不错的一款好产品！！价格实惠！！！口语独特！！！很喜欢！！物流很给力！配送及时！！！,Very good a good product! ! Affordable! ! ! Spoken unique! ! ! like very much! ! Logistics is awesome! Deliver in time! ! !
8287,很快 第二天就收到了 一次买了好多 还送了一包 给个五星怕你骄傲,Very soon the next day received a lot to buy a package to give a five-star afraid of you proud
8288,味道不错??,tasty??
8289,差评，居然有回气的，一点都不脆。还这么远，还香港呢。生气。,"Bad comment, actually have gas, not brittle at all. Still so far, but also in Hong Kong. pissed off."
8290,"简直是垃圾,我打开快递一看,包装袋居然是破的.建议其他人不要购买","Is rubbish, I opened the express look, the package is actually broken. Suggest that others do not buy"
8291,好味道，特别好，总是购买，已经习惯了这个味道，哈哈哈，哈哈哈，哈哈哈，哈哈哈，哈哈哈，哈哈哈,"Good taste, especially good, always buy, have got used to this taste, ha ha ha, ha ha ha, ha ha ha, ha ha ha, ha ha ha, ha ha ha"
8292,物流太慢，东西远可以,"Logistics is too slow, things can be far"
8293,味道不错，物流也快,"Good taste, fast logistics"
8294,小米的手机第一次使用，感觉不错！值得表扬，已经使用十天左右，在这个价位已经是很不错了！支持国货，但是有很多还是需要提高的，例如：颜色的色调偏冷；系统在外因条件满足的情况下，系统反应还是不足；电话通话时候的清晰度不太理想，音量偏小，声音调制最大，通话双方都有听不清晰的感觉；但是总体来说国货产品在近几年已经有了很大的提高，这一点还是值得肯定的，很多事情不是一朝一夕能改变，希望能提高到更高的一个层次。 物流快递很快，第一天下单，第二天就到货，快递小哥值得表扬！！！ 希望京东商城继续努力！撸起袖子加油干！努力！加油！,"Millet's phone for the first time to use, I feel good! Worth commendation, has been used for about ten days, at this price is already very good! Support domestic products, but there are many still need to be improved, for example: the color tone is colder; the system in external conditions to meet the circumstances, the system response is still inadequate; phone call clarity is not ideal, the volume is too small, the maximum sound modulation , Both sides of the call have a feeling of inattentiveness; but on the whole, domestic products have been greatly improved in recent years. This point is still worthy of recognition. Many things can not be changed overnight and hope to be raised to higher levels One level Express logistics quickly, the first day of the next single arrival, express brother worthy of recognition! ! ! Jingdong Mall hope to continue efforts!撸 起起 子 加油 干! Work hard! Come on!"
8295,差差差差差差差差,Poor Poor Poor Poor Poor 
8296,味道酸甜可口，包装很好， 现摘的很新鲜，没有烂果,"Sour sweet and sour taste, good packaging, the pick is fresh, no rotten fruit"
8297,物流配送都很好，实物做工精细颜色漂亮，很好的选择。,"Logistics and distribution are very good, kind fine color fine workmanship, a good choice."
8298,包心鱼丸质量很新鲜，味道不错，包装结实，下次还会再买,"Heart wrapped fish balls are very fresh, good taste, strong packaging, will buy again"
8299,和从荷兰带回来的比，差了太多。口感不柔和，发渣。,"And brought back from the Netherlands than the poor too much. Taste is not soft, send slag."
8300,不错，薄荷味的最好吃,"Yes, the best mint flavor"
8301,味道很不错，送货快，服务好。价格再低点就更好了。,"Taste good, fast delivery, good service. The price is even lower and even better."
8302,很好，超棒,"Very good, great"
8303,手机不错，配色够骚。大小合适，手感可以，色质也可以。总体来说小米5X还是很好用的。☠,"Good phone, color enough to show. The right size, feel OK, color quality can be. Overall millet 5X is still very good use. ☠"
8304,猫咪爱吃,Cat love to eat
8305,￼ 加泰宣布独立 西班牙宣布解除其政府主席职务 ￼￼相关视频 ￼ 相关视频：西班牙：加泰罗尼亚单方面宣布独立 参议院授权中央政府接管加区 当地时间27日，西班牙加泰罗尼亚自治区就脱离西班牙进行秘密投票，结果显示加泰罗尼亚议会以70票赞成、10票反对和2票弃权宣布独立。 据报道，在秘密投票开始之前，社会党、人民党和公民党的议员离开议会。主张加泰罗尼亚独立的联盟发言人表示，支持独立的议员在议案中写道&ldquo;我们宣布，我们以共和国的形式成立加泰罗尼亚国&rdquo;。 法新社报道称，加泰罗尼亚议会宣布独立后，西班牙参议院就接管加泰罗尼亚召集会议，首相拉霍伊要求参议院罢免该自治区领导人。他还呼吁各方冷静：&ldquo;我要求所有西班牙人保持冷静，法治将会使加泰罗尼亚恢复合法性。&rdquo;英国路透社则报道称，西班牙参议院于27日上午10点召集会议，以考虑西班牙中央政府是否启动宪法155条，对加泰罗尼亚实行接管。 据悉，拉霍伊所在的人民党在参议院中占绝对多数，参议院的批准是西班牙中央政府对加泰罗尼亚实行直接统治的必要程序。议院投票将于当地时间14点举行。接下来拉霍伊预计将召集内阁，实施直接接管加泰罗尼亚的初步程序，包括,"￼ Gatti Announces Independence Spain Announces Release of Government President ￼￼ Related Videos: Spain: Catalonia Unilaterally Declares Independent Senate to Authorize Central Government to Take Over Local Time in Gaza On the 27th, Catalonia, Spain Sent from Spain for a secret vote, the result showed that the Catalan Parliament declared its independence by 70 votes in favor, 10 votes against and 2 abstentions. It is reported that members of the Socialist, People's Party and Civic Party left the parliament before the secret ballot began. An Alliance spokesman said Catalonia's independence said that pro-independence members wrote in the motion. ""We declare that we are a Catalan nation in the form of a republic."" Agence France-Presse reported that after the independence of the Catalan Parliament, the Spanish Senate took over Catalonia to convene a meeting, Prime Minister Rajoy asked the Senate to remove the leaders of the autonomous region. He also called for calm on all sides: ""I demand that all Spaniards remain calm and that the rule of law will restore Catalonia's legitimacy. ""Reuters reported that the Spanish Senate convened a meeting at 10 am on the 27th to consider whether the Spanish central government started the constitution 155, to take over Catalonia. It is reported that Rajoy's People's Party is the absolute majority in the Senate. The approval of the Senate is necessary for the Central Government of Spain to impose a direct rule over Catalonia. House vote will be held at 14 o'clock local time. Next Rajoy is expected to call a cabinet to implement the initial process of direct takeover of Catalonia, including"
8306,不错，份量足味道好,"Yes, the amount of foot taste good"
8307,☠️手机买回来第三天就反应迟钝，点空间经常性按返回键按好几次，申请售后换，客服电话说是厂家设置的，是这样让我用着，说是视频中我不停的滑动，我这个就重新拍的视频按了两次返回键，因为只能传一个视频，所以我只想说我去年也是在京东买的x9怎么不是这样的？,"☠ ️ phone to buy the third day on the unresponsive, click on the space regularly press the return key several times to apply for after-sales service, customer service phone is set by the manufacturer, so let me use, that is, I kept the video Sliding, I re-shoot the video twice by pressing the return button, because only one video transmission, so I just want to say that I also bought last year in Jingdong x9 how not?"
8308,这物流也是醉了，12、16下单的1.3才收到，走了半个多月&hellip;&hellip;,"This logistics is also drunk, 12,16 orders received only 1.3, go more than half a month & hellip; & hellip;"
8309,不错，我家狗狗很爱吃，但是感觉和之前买的不太一样了，颗粒变小了,"Yes, my dog ​​is very loving, but it feels different from the previous one, and the particles get smaller"
